sub1,sub2,sub3,sub4
87.25563928,16.94699087,-169.5988506,4695.34622
221.6160865,0.863521042,-162.8132871,4730.25368
233.7311615,-10.42703996,-152.9703197,4764.066198
48.56877299,-17.08309965,-140.5880583,4796.772385
16.07721904,-19.7589529,-126.2112731,4828.363007
-49.80803369,-19.5497077,-110.4032268,4858.830968
-53.39599268,-17.89795479,-93.7373344,4888.171282
22.37635205,-16.4686279,-76.7887625,4916.381038
1.60783999,-17.00112765,-60.12608148,4943.459369
12.07545117,-21.14977664,-44.30308064,4969.407406
-159.9225137,-30.32486753,-29.85085545,4994.228237
-179.9197317,-45.54685166,-17.27027142,5017.926855
-129.2196561,-67.32554871,-7.024903776,5040.510109
-117.8774275,-95.57467046,0.465454742,5061.986643
3.85206905,-129.5695437,4.830633385,5082.366841
49.81490274,-167.9528569,5.755194951,5101.662759
109.9289476,-208.7897625,2.982754117,5119.888061
122.6526023,-249.669998,-3.680551757,5137.057947
198.7955162,-287.8511201,-14.36348198,5153.189086
77.43225057,-320.4337515,-29.12803242,5168.299533
-56.57278959,-344.5571566,-47.96871388,5182.40866
22.08741381,-357.60171,-70.81277372,5195.53707
87.95885676,-357.3840227,-97.52135321,5207.706519
29.86245886,-342.3307324,-127.8915598,5218.939833
-22.22317263,-311.6182289,-161.6594213,5229.260823
-56.95272983,-265.2677896,-198.503678,5238.694197
-114.9465349,-204.1885896,-238.0503544,5247.265479
-196.5882641,-130.1646033,-279.8780469,5255.000914
-70.178267,-45.78527215,-323.5238489,5261.927388
7.50119242,45.67630411,-368.4898297,5268.072333
32.90605254,140.4302789,-414.2499749,5273.463643
10.23629929,234.3716063,-460.2574909,5278.129585
-4.14975352,323.3034136,-505.9523702,5282.09871
61.46138702,403.167958,-550.7691126,5285.399768
56.01237181,470.2705024,-594.1444934,5288.061619
13.68006988,521.4820488,-635.5252724,5290.113154
-3.50590487,554.4084373,-674.375736,5291.583204
34.36878091,567.5157255,-710.1849687,5292.500462
23.54553449,560.2048157,-742.4737555,5292.893405
-55.96095732,532.831765,-770.8010184,5292.790211
-27.66281193,486.6738311,-794.7697028,5292.218684
83.35103547,423.8448141,-814.0320319,5291.206182
74.07810821,347.1664049,-828.2940604,5289.779547
109.0496084,260.0048252,-837.3194662,5287.965033
33.57040534,166.0838866,-840.9325321,5285.78824
9.15962382,69.28659616,-839.0202779,5283.274058
-52.74045355,-26.54242679,-831.5337197,5280.4466
-217.8987385,-117.7821728,-818.4882398,5277.329151
-163.2930439,-201.1979998,-799.9630701,5273.944114
-43.55918763,-274.073875,-776.0998974,5270.31296
2.252945899,-334.3085152,-747.100617,5266.456186
-42.54649478,-380.4725075,-713.2242695,5262.393272
-112.4832659,-411.8261671,-674.7832083,5258.142641
-2.47271657,-428.3003589,-632.1385568,5253.721632
119.9831774,-430.4446197,-585.6950229,5249.146465
268.061468,-419.3485392,-535.8951472,5244.432219
298.3936704,-396.5434064,-483.2130715,5239.592807
173.9285384,-363.8915891,-428.1479171,5234.640968
-35.68036601,-323.4710053,-371.2168716,5229.588243
-145.9954528,-277.4614396,-312.9480832,5224.444975
-185.1783777,-228.0384597,-253.8734662,5219.220304
-199.7312087,-177.2794291,-194.5215229,5213.922161
-105.1622721,-127.0847243,-135.4102835,5208.55728
-103.2148438,-79.11589123,-77.04046761,5203.131203
106.1318952,-34.75122215,-19.88896415,5197.648291
99.85918144,4.941798092,35.59727593,5192.111745
2.35104322,39.21848875,89.00684757,5186.52362
-31.81897095,67.65519234,139.9689201,5180.884859
26.18139127,90.13568481,188.1576148,5175.195309
91.1128613,106.827703,233.2956708,5169.453765
100.203346,118.1513105,275.1573466,5163.657997
33.03414799,124.7405404,313.5705192,5157.804792
13.73257836,127.3994728,348.4179504,5151.889998
16.49001861,127.0537081,379.6377069,5145.908566
-70.38546602,124.6981372,407.2227284,5139.8546
-138.7929754,121.3420125,431.2195538,5133.721409
-57.10038633,117.9526,451.7262276,5127.501559
-36.40544662,115.3990981,468.8894181,5121.18693
-34.43856802,114.3989952,482.9007942,5114.768779
-42.42002152,115.469513,493.992717,5108.237792
46.26536882,118.8871655,502.433311,5101.584155
94.83273922,124.6586534,508.5209927,5094.797615
68.63768663,132.506229,512.5785386,5087.867546
57.1799417,141.8702568,514.9467844,5080.783017
35.8581641,151.9309222,515.9780529,5073.532861
34.14491737,161.6499322,516.029409,5066.105741
-17.45772087,169.8316462,515.4558482,5058.490226
-37.5298651,175.2014868,514.6035228,5050.674856
