sub1,sub2,sub3,sub4,sub5
-467.2670054,-853.2247033,-1651.730559,143.8334181,4094.59885
-518.8372005,-843.7147882,-1657.312716,140.6868802,4095.917825
-660.8760754,-827.642678,-1662.275361,137.535238,4097.228876
-709.6949406,-822.8724087,-1666.603338,134.3786961,4098.531991
-651.4874866,-843.6156353,-1670.281495,131.2174593,4099.827157
-647.0794414,-874.9319762,-1673.294677,128.0517323,4101.114362
-641.9946183,-900.0729639,-1675.627731,124.8817198,4102.393593
-786.2117576,-925.4752043,-1677.265502,121.7076266,4103.664837
-727.889966,-963.2649365,-1678.192837,118.5296572,4104.928083
-726.0154339,-1016.741316,-1678.394583,115.3480165,4106.183316
-727.7292684,-1086.118582,-1677.855583,112.162908,4107.430526
-730.7554918,-1167.178059,-1676.56068,108.9745314,4108.669699
-731.0099176,-1249.749278,-1674.494731,105.7831039,4109.900823
-793.9740318,-1325.5361,-1671.64266,102.5889064,4111.123885
-822.5966284,-1387.135076,-1667.989399,99.39223043,4112.338873
-849.5370141,-1428.192247,-1663.519878,96.1933644,4113.545774
-800.5471633,-1446.869292,-1658.220717,92.99259655,4114.744576
-778.5045144,-1444.375113,-1652.085853,89.79021509,4115.935266
-693.8618698,-1423.7483,-1645.11417,86.5865082,4117.117831
-673.7815612,-1387.84191,-1637.310552,83.38176409,4118.29226
-698.4220274,-1338.676549,-1628.686234,80.17627096,4119.458539
-711.7077743,-1274.455424,-1619.253775,76.97031701,4120.616656
-658.1659663,-1192.819086,-1609.025737,73.76419044,4121.766599
-549.7089217,-1095.67293,-1598.014682,70.55817944,4122.908354
-506.6016068,-995.8197041,-1586.233171,67.35257222,4124.04191
-421.0417075,-906.3894374,-1573.693766,64.14765697,4125.167254
-358.2143389,-831.3347288,-1560.409027,60.9437219,4126.284373
-336.8769337,-772.0058599,-1546.391516,57.7410552,4127.393254
-297.6470777,-730.3129591,-1531.653795,54.53994507,4128.493886
-101.866591,-714.8619207,-1516.208424,51.34067972,4129.586256
-135.7435776,-730.4423549,-1500.067966,48.14354734,4130.670351
7.677290821,-761.8573045,-1483.244981,44.94883612,4131.746159
115.8035744,-792.6820437,-1465.752031,41.75683428,4132.813666
174.3802602,-821.4092742,-1447.601677,38.56783001,4133.872861
263.4986704,-851.4680322,-1428.806481,35.3821115,4134.923731
347.7813133,-883.4385403,-1409.379004,32.19996696,4135.966264
454.394644,-895.8749681,-1389.331807,29.02168459,4137.000447
480.373805,-887.1401723,-1368.677452,25.84755258,4138.026267
574.104987,-854.9580579,-1347.4285,22.67785914,4139.043711
657.6463783,-792.7745275,-1325.597512,19.51289247,4140.052769
719.5857808,-713.8750972,-1303.19705,16.35294076,4141.053425
755.8659064,-637.1101935,-1280.239675,13.19829221,4142.04567
817.4033064,-578.1940818,-1256.737948,10.04923502,4143.029489
807.6088063,-539.0153018,-1232.704432,6.906057397,4144.00487
