IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,Res
-0.10552602,0.254878949,-0.431174282,0.601193777,0.183135225,-0.453479196,-0.496804409,1.176180681,-0.102004077,0.707679396,1.957433836,31.77845153
0.046363285,-0.371565637,-0.477926238,-0.118354056,0.74804843,-0.178311983,-0.632158551,0.964212471,-0.225037725,0.811493822,1.916581748,31.75106044
-0.016432851,0.237488766,0.68658454,-0.555781812,0.576651914,0.265160218,-0.626675529,0.710634632,-0.355878932,0.925086397,1.883606499,31.73302932
0.014575138,0.049378533,8.17E-05,-0.096390432,-0.254090372,0.603057514,-0.507747683,0.417995402,-0.505982246,1.030484877,1.84233465,31.70852838
-0.020024139,-0.269569924,-0.579015685,0.46390859,-0.896347147,0.628052554,-0.297374637,0.110473191,-0.667803599,1.126220751,1.79226665,31.67699664
0.028266517,0.288701126,0.356747019,0.296859046,-0.596605224,0.320280377,-0.009681211,-0.169424589,-0.816460698,1.225923661,1.747141661,31.65169796
-0.047765549,-0.136284838,0.226332874,-0.327112001,0.378930527,-0.194805503,0.294280747,-0.408189461,-0.948447652,1.323511035,1.701900892,31.62753755
0.080307702,-0.062000537,-0.398527857,-0.445221816,1.009024008,-0.666077524,0.546385944,-0.59724158,-1.059499282,1.414091044,1.652742452,31.60070183
-0.117508054,0.186101751,0.090923189,0.151331491,0.605360909,-0.820522612,0.70263572,-0.719316256,-1.133188009,1.504435343,1.606930871,31.57814941
0.139304825,-0.193351387,0.177038023,0.515683338,-0.472291136,-0.542907332,0.727954793,-0.767999653,-1.157177468,1.598863895,1.569561045,31.56479551
-0.14979335,0.083272553,-0.175213866,0.019544074,-1.152461714,0.031793486,0.589585018,-0.760002684,-1.134253131,1.689694354,1.534586128,31.55481768
0.142724341,0.061621409,0.064529376,-0.536626575,-0.691014335,0.607703181,0.292656153,-0.713638412,-1.065759439,1.772537096,1.499366919,31.54585295
