IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,residual
-19.67755533,455.8189811,113.5152674,2062.726089,124.2642466,-77.08538174,156.6917078,-37.77933519,-7.122220547,-6.265042474,-5.445487334,3187.158731
-18.66699889,456.2988848,115.5641083,2061.86422,115.7339455,-80.61621394,172.0945562,-38.94438148,-3.766466114,-9.879215784,6.636153002,3188.761408
-17.64727262,456.7932437,117.7585705,2059.339384,107.1361527,-84.4413483,188.0970477,-39.20861891,1.989367715,-5.915856832,-2.716373473,3190.365704
-16.65078429,457.2273821,119.7495531,2058.419531,97.73969826,-84.74338289,197.50418,-36.53401579,4.969277904,-1.27399823,1.076165229,3191.956394
-15.67828524,457.6013464,121.528584,2059.220337,87.48529935,-81.28605131,199.1924261,-30.50233236,3.808860107,8.104341559,-1.777852303,3193.533327
-14.71876049,457.9370984,123.2154494,2060.544048,76.69431144,-75.5699797,197.2488177,-22.20651036,3.732032775,11.25638823,1.295822713,3195.101282
-13.78087959,458.2151031,124.7167269,2063.273252,65.15930863,-66.52477746,189.4791438,-10.96114052,3.197254284,7.313611484,-0.493837984,3196.656235
-12.84064009,458.4945947,126.2900855,2065.07687,53.32944768,-56.67060267,179.2300546,2.479197268,2.050950046,-0.031865613,-0.397998837,3198.209907
-11.89745818,458.7766964,127.9420043,2065.8874,41.22014798,-46.06679052,166.6902873,18.14015608,0.801896699,-13.78633055,4.249447965,3199.762543
-10.97103099,459.0145417,129.4607689,2067.65411,28.41902025,-32.48156495,148.1577946,37.08059,-1.757198824,-17.95565604,-3.596094157,3201.30472
-10.05671347,459.2196775,130.896322,2069.925324,15.00896346,-16.37730636,124.1977517,59.24381081,-5.574457791,-11.61157036,-9.850515871,3202.838714
-9.138822634,459.4225317,132.4193966,2070.976072,1.467466746,0.012091708,101.4221441,69.96085124,-5.499021223,-8.498362895,8.164416655,3204.371236
-8.218597818,459.6197164,134.0169128,2070.915317,-12.22410419,16.81678968,79.80327744,67.98791946,-1.286641578,-5.149500952,20.0772713,3205.90164
-7.300729702,459.8038047,135.6374965,2070.29541,-26.24943139,34.85599444,56.410569,60.2701394,4.639874847,27.84652974,-12.28776541,3207.428107
-6.381791496,459.9811731,137.3186278,2068.730314,-40.50018778,53.63986032,32.80879132,42.69230082,13.61886252,91.6783694,-33.86839126,3208.952071
-5.476733241,460.120262,138.8985168,2067.796121,-55.37967504,75.15942672,3.991703579,24.0992732,13.8430312,52.93412608,49.29710962,3210.466838
