sub1,sub2,sub3,sub4,sub5
1593.627729,-25.90972175,394.1210229,-105.8817267,4147.495749
1578.545779,12.36783621,389.4458023,-117.6495252,4151.299825
1587.999992,23.71515337,385.6993097,-131.4553534,4154.898394
1563.675149,41.15028945,388.8427749,-146.63616,4158.314046
1546.95758,85.5265686,388.8567505,-162.1862999,4161.607055
1575.758546,64.36560869,369.9508975,-177.9885759,4164.633428
1507.394025,-38.98109281,335.0882992,-194.2995308,4167.094498
1542.641633,-84.70370728,310.3335444,-206.0137304,4169.80268
1513.55688,-52.12204661,302.8202519,-213.333343,4172.484771
1492.224519,-25.2363719,297.797858,-215.8935982,4175.090863
1497.479233,-9.215387465,280.2694334,-213.4433286,4177.592543
1473.956326,28.27357288,255.5526346,-205.6504377,4180.03469
1459.643967,49.91671941,241.5239459,-192.6162542,4182.424817
1449.552052,27.6002882,245.0218195,-174.5995044,4184.802135
1439.454505,-1.074891745,252.9091895,-152.5183253,4187.12101
1410.550259,-9.934825272,249.5060136,-127.4358874,4189.350368
1414.094482,-11.90571521,234.8646962,-101.0622654,4191.32545
1385.833178,-10.69579143,222.7389329,-74.0419765,4193.083216
1371.35104,-9.756021659,218.7371924,-47.46129094,4194.506378
1362.554148,-8.303198641,214.1386504,-21.04314556,4195.697154
1334.935393,4.482435448,197.6744745,6.26147767,4196.869351
1325.226743,24.24243516,169.5379974,34.71894851,4198.059688
1308.08068,37.91813021,142.4361463,65.12344333,4199.444078
1285.846802,38.15014443,124.1259208,97.66277126,4201.129553
1276.491202,16.64501988,107.4681441,131.3073684,4203.052261
1256.641022,-27.13272469,81.24721934,163.8643486,4204.948795
1238.102764,-61.4246228,46.96344884,194.7274509,4206.89348
1225.148681,-65.6850376,13.14105477,222.7108134,4208.80981
1206.338796,-52.09085737,-15.86002857,246.1571263,4210.468583
1188.556916,-28.0946435,-41.19241818,264.2219764,4211.694999
1170.487295,11.47098476,-64.09338466,277.6817229,4212.49013
1152.988864,54.15467,-83.32164117,289.1748539,4213.097467
1133.091687,76.4743995,-97.45201875,301.7484297,4213.77175
1115.135805,76.87970969,-103.8401876,317.8784275,4214.669811
1099.865525,62.34475362,-97.36984917,338.9999887,4215.822822
1079.274021,28.59433722,-76.6535171,365.5903814,4217.191073
1063.192378,-18.96198538,-52.50130498,397.2748239,4218.695868
1047.66522,-58.97719065,-43.01400456,432.7759653,4220.200581
1028.92961,-78.51404822,-55.22650651,469.8190887,4221.450847
