sub1,sub2,sub3,100mspd,10mspd
0.223367465,-3.120473554,24.66710609,13.7918,11.6163
0.093973789,0.193461857,24.50256435,13.9322,11.7263
-0.014126669,1.804807438,24.67931923,14.0641,11.8301
0.385465915,1.50811144,25.16642264,14.1627,11.9068
0.280310297,1.989523858,25.88296848,14.2068,11.9389
0.311242902,1.948835893,26.7199212,14.1943,11.9239
-0.981783697,0.905626481,27.56615722,14.1286,11.8642
-0.600557016,-0.411648111,28.33220513,14.0129,11.7619
-0.373688979,-0.872339092,28.96602807,13.8528,11.622
1.233089232,1.089447353,29.45746341,13.6673,11.4627
0.85191673,2.737066861,29.83101641,13.4785,11.3055
0.377249587,2.562972369,30.12977804,13.3079,11.171
-1.352219623,3.616723294,30.39549633,13.1656,11.0688
-0.662049485,4.111360936,30.65068855,13.0175,10.9659
-0.669194339,2.651262073,30.88793227,12.8205,10.82
1.430649872,2.960010857,31.06933927,12.5354,10.5928
0.414308161,3.499397239,31.1362946,12.1568,10.2772
0.397705434,2.595658853,31.02663571,11.7793,9.9592
-0.395280774,3.470931803,30.69434897,11.5015,9.7284
-1.088140801,4.572000281,30.12614052,11.399,9.6534
0.456839763,3.643074658,29.35008558,11.5097,9.7689
-0.249572923,2.795839591,28.43373333,11.7502,10.001
0.220425562,2.017634038,27.4719404,12.0001,10.2413
0.606636591,1.435839219,26.56752419,12.1202,10.3162
-0.561029474,2.681237082,25.80979239,12.0085,10.191
0.559837547,3.703584723,25.25657773,11.7466,10.0482
-0.103481377,3.249046694,24.92443468,11.4607,9.8002
-0.408834444,3.319423683,24.78941076,11.2606,9.6282
-0.277152148,3.11923904,24.79791311,11.2088,9.5859
0.153378505,1.252168661,24.88445283,11.2583,9.6291
-0.28163104,-0.579589909,24.99122095,11.3442,9.6981
0.774573053,-1.678606056,25.084033,11.4054,9.7365
0.438888655,-1.96917218,25.16028353,11.4001,9.7062
-0.556367445,-0.090494686,25.24686213,11.3609,9.6394
